shipment_id,order_id,carrier,shipped_date,delivered_date,delivery_service,shipment_status
1375,1441,Evri,2025-09-16,2025-09-17,Click & Collect,Delivered
1376,1442,Yodel,2025-12-17,2025-12-18,Click & Collect,Delivered
1377,1443,Yodel,2024-08-26,2024-08-28,Click & Collect,Delivered
1378,1444,Evri,2025-06-17,2025-06-20,Standard,Delivered
1379,1445,DPD,2024-10-12,2024-10-16,Click & Collect,Delivered
1380,1446,Evri,2024-06-17,2024-06-20,Click & Collect,Delivered
1381,1447,Royal Mail,2024-03-31,2024-04-01,Next Day,Delivered
1382,1448,Evri,2025-05-31,,Standard,Delivered
1383,1449,Yodel,2024-05-20,2024-05-21,Next Day,Delivered
1384,1450,Evri,2024-10-13,2024-10-15,Click & Collect,Delayed
1385,1451,Yodel,2025-05-02,2025-05-05,Click & Collect,Delivered
1386,1452,Royal Mail,2024-09-16,2024-09-17,Standard,Delayed
1387,1453,Evri,2024-09-13,,Next Day,Delayed
1388,1454,Royal Mail,2025-09-08,2025-09-09,Next Day,Delayed
1389,1455,Evri,2024-01-16,2024-01-19,Click & Collect,Delivered
1390,1456,Royal Mail,2025-07-09,2025-07-11,Standard,Delivered
1391,1457,Evri,2024-05-05,2024-05-06,Standard,Delivered
1392,1458,Evri,2025-09-09,2025-09-10,Next Day,Delivered
1393,1459,Yodel,2025-07-29,2025-07-30,Click & Collect,Delivered
1394,1460,Yodel,2025-11-24,2025-11-25,Next Day,Delivered
1395,1461,DPD,2025-07-31,2025-08-01,Next Day,In Transit
1396,1462,Evri,2024-02-18,2024-02-20,Next Day,Delivered
1397,1463,Yodel,2025-10-01,2025-10-02,Next Day,Delivered
1398,1464,Yodel,2025-09-17,2025-09-19,Standard,Delivered
1399,1465,Evri,2025-06-28,2025-06-30,Next Day,Delayed
1400,1466,DPD,2025-05-31,2025-06-03,Click & Collect,Delivered
1401,1467,Yodel,2024-12-02,2024-12-06,Click & Collect,Delivered
1402,1468,Evri,2025-05-07,2025-05-08,Standard,Delivered
1403,1469,DPD,2024-04-02,2024-04-06,Standard,Delivered
1404,1470,Evri,2024-08-02,,Click & Collect,Delayed
1405,1471,Yodel,2024-12-11,2024-12-12,Next Day,Delivered
1406,1472,Yodel,2024-05-26,2024-05-27,Standard,Delivered
1407,1473,DPD,2024-07-13,2024-07-14,Click & Collect,Delivered
1408,1474,Royal Mail,2025-02-12,2025-02-16,Standard,Delivered
1409,1475,Yodel,2025-08-27,2025-08-30,Click & Collect,Delayed
1410,1476,Royal Mail,2024-11-21,2024-11-22,Standard,Delivered
1411,1477,Royal Mail,2024-08-06,2024-08-07,Click & Collect,In Transit
1412,1478,DPD,2025-12-17,,Standard,Delivered
1413,1479,DPD,2024-07-05,2024-07-08,Standard,In Transit
1414,1480,Yodel,2025-12-13,2025-12-15,Click & Collect,Delivered
1415,1481,Royal Mail,2025-12-15,2025-12-17,Standard,Delayed
1416,1482,DPD,2025-12-28,2025-12-30,Standard,Delivered
1417,1483,Evri,2025-04-15,2025-04-16,Standard,Delivered
1418,1484,Yodel,2024-09-17,,Next Day,Delivered
1419,1485,DPD,2025-02-10,2025-02-12,Click & Collect,Lost
1420,1486,Royal Mail,2025-01-01,2025-01-03,Next Day,Delayed
1421,1487,Yodel,2025-06-06,2025-06-07,Standard,In Transit
1422,1488,Royal Mail,2025-12-10,2025-12-12,Standard,Delayed
1423,1489,Evri,2024-09-29,2024-10-07,Click & Collect,Delivered
1424,1490,DPD,2024-04-02,2024-04-03,Next Day,Delivered
1425,1491,Evri,2024-09-23,2024-09-27,Click & Collect,In Transit
1426,1492,DPD,2025-12-09,2025-12-11,Standard,Delivered
1427,1493,DPD,2024-04-16,2024-04-17,Click & Collect,Delivered
1428,1494,DPD,2024-12-16,2024-12-17,Click & Collect,Delivered
1429,1495,DPD,2024-03-08,,Next Day,Delivered
1430,1496,Yodel,2025-03-10,2025-03-13,Next Day,In Transit
1431,1497,Evri,2025-12-04,2025-12-05,Standard,In Transit
1432,1498,DPD,2024-09-14,2024-09-16,Click & Collect,Delivered
1433,1499,Yodel,2024-03-22,2024-03-23,Next Day,Delivered
1434,1500,Royal Mail,2025-07-06,2025-07-07,Next Day,Delivered
1435,1501,DPD,2024-09-05,2024-09-06,Click & Collect,Delivered
1436,1502,Royal Mail,2025-10-02,2025-10-04,Next Day,Delivered
1437,1503,Yodel,2024-09-22,,Standard,Delayed
1438,1504,DPD,2024-10-19,2024-10-21,Click & Collect,Delivered
1439,1505,Royal Mail,2025-11-12,2025-11-16,Next Day,Delivered
1440,1506,Royal Mail,2025-04-10,2025-04-11,Standard,Delivered
1441,1507,Evri,2024-09-16,2024-09-20,Next Day,Delivered
1442,1508,Evri,2025-12-06,2025-12-07,Standard,Delivered
1443,1509,Evri,2024-04-15,2024-04-16,Click & Collect,Delivered
1444,1510,DPD,2025-10-29,2025-10-31,Standard,In Transit
1445,1511,Yodel,2024-04-10,2024-04-12,Next Day,Delayed
1446,1512,DPD,2024-04-18,2024-04-21,Standard,Lost
1447,1513,Evri,2024-03-24,2024-03-25,Next Day,Delivered
1448,1514,DPD,2024-08-10,2024-08-12,Next Day,Lost
1449,1515,DPD,2025-08-03,2025-08-04,Click & Collect,Delivered
1450,1516,Yodel,2025-10-12,2025-10-14,Standard,Delivered
1451,1517,Yodel,2024-07-08,2024-07-10,Click & Collect,Delivered
1452,1518,DPD,2024-11-24,2024-11-28,Next Day,Delivered
1453,1519,Yodel,2024-12-31,2025-01-02,Next Day,Delivered
1454,1520,Royal Mail,2024-08-05,2024-08-09,Standard,Delivered
1455,1521,DPD,2024-10-20,2024-10-21,Standard,Delivered
1456,1522,Royal Mail,2024-11-19,2024-11-23,Next Day,Delivered
1457,1523,Yodel,2025-08-06,2025-08-07,Click & Collect,Delivered
1458,1524,DPD,2025-10-11,2025-10-12,Click & Collect,Delivered
1459,1525,DPD,2025-12-18,2025-12-19,Click & Collect,Delivered
1460,1526,Royal Mail,2024-08-20,2024-08-21,Standard,Delivered
1461,1527,Royal Mail,2024-02-04,2024-02-06,Click & Collect,Delivered
1462,1528,Evri,2025-12-18,2025-12-19,Click & Collect,Delivered
1463,1529,Evri,2025-02-06,2025-02-07,Standard,In Transit
1464,1530,DPD,2024-09-11,2024-09-15,Click & Collect,Delivered
1465,1531,Evri,2025-04-19,2025-04-20,Standard,Delayed
1466,1532,Royal Mail,2024-06-13,2024-06-14,Click & Collect,In Transit
1467,1533,Royal Mail,2025-10-24,2025-10-27,Next Day,Delivered
1468,1534,Yodel,2024-12-22,2024-12-24,Next Day,Delivered
1469,1537,DPD,2024-12-05,2024-12-06,Click & Collect,Delivered
1470,1538,Royal Mail,2024-08-15,2024-08-17,Next Day,Delivered
1471,1539,Royal Mail,2025-11-26,2025-11-27,Standard,Delivered
1472,1540,Evri,2025-12-02,2025-12-05,Standard,Delivered
1473,1541,DPD,2025-01-20,2025-01-21,Click & Collect,Delivered
1474,1542,DPD,2024-11-10,2024-11-11,Next Day,Delivered
1475,1543,Royal Mail,2025-11-08,2025-11-09,Next Day,Delivered
1476,1544,Yodel,2024-10-24,2024-10-26,Standard,In Transit
1477,1545,DPD,2025-09-14,,Next Day,Delivered
1478,1546,Yodel,2025-09-01,2025-09-06,Standard,Delivered
1479,1547,DPD,2024-01-23,2024-01-26,Standard,Delivered
1480,1548,Yodel,2025-07-04,2025-07-05,Click & Collect,Delivered
1481,1549,DPD,2025-05-29,2025-06-01,Standard,Delivered
1482,1550,DPD,2025-01-01,2025-01-04,Click & Collect,In Transit
1483,1551,Evri,2024-09-24,2024-09-25,Click & Collect,Delivered
1484,1552,DPD,2024-06-03,2024-06-04,Next Day,Delivered
1485,1553,DPD,2025-10-04,2025-10-06,Click & Collect,Delivered
1486,1555,Yodel,2024-09-05,,Next Day,Delivered
1487,1556,Evri,2024-01-07,2024-01-08,Click & Collect,Delivered
1488,1557,DPD,2024-12-03,2024-12-06,Click & Collect,Delivered
1489,1558,Evri,2024-12-13,,Standard,Delivered
1490,1559,Royal Mail,2025-11-20,2025-11-23,Next Day,Delivered
1491,1560,Royal Mail,2025-10-06,2025-10-08,Standard,Delivered
1492,1561,DPD,2025-04-25,2025-04-26,Standard,Delivered
1493,1562,Royal Mail,2025-11-15,2025-11-20,Next Day,Delivered
1494,1563,DPD,2024-08-29,2024-08-31,Standard,Lost
1495,1564,Evri,2025-02-20,2025-02-21,Standard,Delivered
1496,1565,Yodel,2025-02-19,2025-02-21,Next Day,In Transit
1497,1566,Evri,2025-11-28,2025-12-01,Standard,Delivered
1498,1567,Yodel,2024-06-03,2024-06-06,Click & Collect,Delivered
1499,1568,Royal Mail,2025-07-11,2025-07-12,Click & Collect,Delivered
1500,1569,Evri,2025-11-12,2025-11-14,Standard,Delayed
1501,1570,Royal Mail,2025-12-06,2025-12-07,Next Day,In Transit
1502,1571,Evri,2024-07-24,2024-07-27,Click & Collect,Delivered
1503,1572,Yodel,2025-01-18,2025-01-22,Standard,Lost
1504,1573,DPD,2024-04-12,2024-04-15,Next Day,Delivered
1505,1574,Evri,2025-11-20,2025-11-22,Standard,Delivered
1506,1575,Royal Mail,2024-01-24,,Click & Collect,Delayed
1507,1576,Evri,2024-09-12,2024-09-13,Click & Collect,Delivered
1508,1577,Royal Mail,2024-01-06,2024-01-07,Standard,Delivered
1509,1578,Evri,2025-12-17,2025-12-20,Standard,Delayed
1510,1579,DPD,2025-12-04,2025-12-05,Standard,Delivered
1511,1580,DPD,2024-04-13,2024-04-14,Standard,In Transit
1512,1581,Royal Mail,2025-05-17,2025-05-19,Click & Collect,Delivered
1513,1582,Evri,2024-06-03,2024-06-05,Click & Collect,Delivered
1514,1583,DPD,2024-12-15,2024-12-19,Next Day,Delivered
1515,1584,Yodel,2025-05-15,2025-05-16,Next Day,Delivered
1516,1585,Royal Mail,2025-10-14,2025-10-15,Next Day,Delivered
1517,1586,DPD,2024-11-20,2024-11-23,Standard,Delivered
1518,1587,DPD,2024-09-24,,Click & Collect,Delivered
1519,1588,Evri,2025-01-27,,Next Day,In Transit
1520,1589,Royal Mail,2024-02-24,2024-02-25,Next Day,Delivered
1521,1590,Yodel,2024-02-06,2024-02-07,Click & Collect,Delivered
1522,1591,DPD,2025-12-18,2025-12-19,Click & Collect,Delivered
1523,1592,Royal Mail,2025-06-15,2025-06-16,Standard,Delayed
1524,1593,Evri,2025-10-27,2025-10-28,Click & Collect,Delivered
1525,1594,Yodel,2024-02-18,2024-02-20,Next Day,Delivered
1526,1595,Evri,2024-06-24,2024-06-25,Standard,Delivered
1527,1596,Royal Mail,2025-05-13,2025-05-16,Standard,Delivered
1528,1597,Royal Mail,2024-07-03,2024-07-05,Next Day,Delivered
1529,1598,Evri,2025-07-12,2025-07-13,Next Day,Delivered
1530,1599,Evri,2025-02-25,,Standard,Delivered
1531,1600,Royal Mail,2024-03-29,2024-04-01,Click & Collect,Delivered
1532,1601,DPD,2024-11-24,2024-11-28,Standard,In Transit
1533,1602,Yodel,2024-07-11,2024-07-16,Standard,In Transit
1534,1603,Evri,2024-08-02,,Standard,Delivered
1535,1604,Evri,2025-07-15,2025-07-16,Next Day,Delayed
1536,1605,Royal Mail,2024-07-11,2024-07-13,Standard,Delayed
1537,1606,Royal Mail,2024-08-16,2024-08-17,Next Day,Delivered
1538,1607,Evri,2024-01-26,2024-01-27,Next Day,In Transit
1539,1608,Yodel,2025-05-15,2025-05-16,Next Day,Delivered
1540,1609,Evri,2024-07-03,2024-07-06,Next Day,Delivered
1541,1610,Evri,2025-09-26,2025-09-27,Next Day,In Transit
1542,1611,DPD,2025-05-13,2025-05-14,Click & Collect,Delivered
1543,1612,Evri,2025-12-27,2025-12-28,Click & Collect,Delivered
1544,1613,DPD,2024-06-10,2024-06-11,Click & Collect,Delivered
1545,1614,Royal Mail,2025-07-31,2025-08-01,Standard,Delivered
1546,1615,Yodel,2025-10-13,2025-10-14,Next Day,Delivered
1547,1616,Evri,2024-11-21,2024-11-24,Standard,Delivered
1548,1617,Evri,2024-01-28,2024-01-29,Next Day,In Transit
1549,1618,Evri,2024-05-30,2024-06-02,Standard,In Transit
1550,1619,Royal Mail,2025-08-02,2025-08-04,Standard,Delivered
1551,1620,Yodel,2024-09-02,2024-09-05,Standard,Delivered
1552,1621,Yodel,2025-10-15,2025-10-17,Standard,Delivered
1553,1622,Yodel,2024-12-10,2024-12-12,Next Day,In Transit
1554,1623,Royal Mail,2024-05-31,2024-06-03,Next Day,Delivered
1555,1624,Yodel,2024-09-15,2024-09-16,Next Day,Delivered
1556,1625,Evri,2024-07-10,,Click & Collect,Delivered
1557,1626,Royal Mail,2024-04-09,2024-04-10,Click & Collect,Delivered
1558,1627,Royal Mail,2025-10-28,2025-10-29,Click & Collect,Delivered
1559,1628,Royal Mail,2025-12-30,2026-01-01,Next Day,Delivered
1560,1629,Royal Mail,2025-11-10,,Click & Collect,Delivered
1561,1630,Yodel,2024-05-31,2024-06-01,Next Day,Delivered
1562,1631,Yodel,2025-07-25,2025-07-27,Click & Collect,Delivered
1563,1632,Evri,2024-01-29,2024-02-01,Standard,Delivered
1564,1633,DPD,2025-08-29,2025-08-31,Next Day,Delivered
1565,1634,Yodel,2024-03-13,2024-03-14,Standard,Delivered
1566,1636,Royal Mail,2025-01-04,2025-01-06,Standard,Delivered
1567,1637,DPD,2025-06-14,2025-06-17,Standard,Delivered
1568,1638,Yodel,2025-06-28,2025-07-01,Standard,Delivered
1569,1639,Royal Mail,2024-07-12,2024-07-13,Next Day,Delivered
1570,1640,Evri,2025-04-16,2025-04-17,Next Day,Delivered
1571,1641,DPD,2025-12-26,2025-12-27,Standard,Delivered
1572,1642,Evri,2025-11-11,2025-11-13,Next Day,Delivered
1573,1643,Yodel,2024-09-30,2024-10-02,Standard,Delivered
1574,1644,Evri,2024-08-30,,Standard,Delivered
1575,1645,Royal Mail,2024-11-18,2024-11-19,Standard,Delivered
1576,1646,Royal Mail,2025-10-19,2025-10-20,Standard,Delayed
1577,1647,Evri,2025-02-08,2025-02-09,Standard,Delivered
1578,1648,Evri,2025-10-13,2025-10-14,Next Day,Delayed
1579,1649,Royal Mail,2025-02-22,,Click & Collect,In Transit
1580,1650,Evri,2025-09-02,2025-09-04,Standard,Delivered
1581,1651,Yodel,2024-08-28,2024-08-30,Standard,Delivered
1582,1652,DPD,2024-03-23,2024-03-25,Standard,Delivered
1583,1653,DPD,2024-11-01,2024-11-02,Click & Collect,In Transit
1584,1655,DPD,2024-10-24,,Click & Collect,Delayed
1585,1656,Evri,2025-09-03,2025-09-05,Next Day,Delivered
1586,1657,DPD,2024-11-27,2024-11-28,Standard,In Transit
1587,1658,Royal Mail,2024-03-27,2024-03-28,Standard,Delivered
1588,1659,Evri,2024-12-01,2024-12-03,Next Day,Delivered
1589,1660,DPD,2024-04-02,2024-04-04,Standard,Delayed
1590,1661,Royal Mail,2024-01-10,2024-01-11,Click & Collect,Delivered
1591,1662,Royal Mail,2024-06-02,,Standard,Delivered
1592,1663,Yodel,2024-06-26,2024-06-28,Click & Collect,Delivered
1593,1664,Royal Mail,2025-01-14,2025-01-17,Click & Collect,Delivered
1594,1665,Yodel,2024-05-01,2024-05-05,Next Day,Delivered
1595,1666,Evri,2024-05-28,2024-05-31,Click & Collect,Delivered
1596,1667,Evri,2025-12-16,2025-12-17,Next Day,Delivered
1597,1668,DPD,2024-06-04,2024-06-05,Click & Collect,Delivered
1598,1670,Yodel,2024-09-05,2024-09-07,Click & Collect,Delivered
1599,1671,DPD,2024-05-16,2024-05-17,Standard,Delayed
1600,1672,Royal Mail,2025-03-13,2025-03-14,Next Day,In Transit
1601,1673,Evri,2025-05-07,2025-05-10,Next Day,In Transit
1602,1674,Evri,2024-01-31,2024-02-03,Click & Collect,Delivered
1603,1675,Evri,2024-03-11,2024-03-12,Click & Collect,Delivered
1604,1676,Royal Mail,2025-10-14,,Standard,Delivered
1605,1677,Yodel,2024-02-11,2024-02-15,Click & Collect,Delayed
1606,1678,Yodel,2024-12-01,2024-12-02,Click & Collect,Delivered
1607,1679,Royal Mail,2025-10-10,2025-10-11,Next Day,Delivered
1608,1680,Yodel,2024-07-24,2024-07-25,Click & Collect,Delivered
1609,1681,Yodel,2024-11-10,2024-11-11,Standard,In Transit
1610,1682,Royal Mail,2024-05-14,,Standard,Delivered
1611,1683,Yodel,2025-11-22,2025-11-25,Next Day,Delivered
1612,1684,Evri,2024-05-11,2024-05-13,Click & Collect,Delayed
1613,1685,Royal Mail,2025-09-13,2025-09-15,Click & Collect,Delivered
1614,1686,Royal Mail,2025-06-08,2025-06-09,Click & Collect,Delivered
1615,1687,Yodel,2025-06-23,2025-06-24,Next Day,Delivered
1616,1688,Evri,2025-06-13,2025-06-15,Click & Collect,Delayed
1617,1689,Royal Mail,2025-10-26,,Standard,In Transit
1618,1690,DPD,2024-10-12,2024-10-13,Click & Collect,Delivered
1619,1691,Yodel,2024-10-29,2024-10-30,Next Day,Delivered
1620,1692,DPD,2025-01-11,,Standard,Delivered
1621,1693,DPD,2024-03-02,2024-03-03,Next Day,Delivered
1622,1695,Yodel,2024-04-12,2024-04-16,Next Day,Delivered
1623,1696,Royal Mail,2024-05-16,2024-05-17,Click & Collect,Delivered
1624,1697,Yodel,2024-08-07,2024-08-09,Click & Collect,Delivered
1625,1698,Royal Mail,2024-02-20,2024-02-22,Next Day,Delivered
1626,1699,Evri,2025-11-06,2025-11-08,Standard,In Transit
1627,1700,Yodel,2025-12-15,,Standard,Delivered
1628,1701,DPD,2024-11-18,2024-11-20,Next Day,Delivered
1629,1702,Royal Mail,2025-01-09,2025-01-11,Standard,Delivered
1630,1703,Evri,2024-12-05,,Standard,Delivered
1631,1704,Evri,2025-08-09,2025-08-10,Standard,In Transit
1632,1705,Royal Mail,2025-08-26,2025-08-27,Next Day,Delivered
1633,1706,DPD,2024-02-25,2024-02-26,Standard,In Transit
1634,1707,Evri,2025-12-17,2025-12-18,Next Day,Delivered
1635,1708,Yodel,2025-08-19,2025-08-22,Next Day,Delivered
1636,1709,DPD,2025-03-14,2025-03-15,Click & Collect,Delivered
1637,1710,DPD,2024-04-22,2024-04-24,Standard,In Transit
1638,1711,DPD,2025-08-21,2025-08-22,Next Day,Delivered
1639,1712,Royal Mail,2024-06-22,2024-06-23,Click & Collect,Delivered
1640,1713,Royal Mail,2024-07-27,2024-07-28,Next Day,Delivered
1641,1714,DPD,2024-10-05,,Standard,Delivered
1642,1715,Royal Mail,2025-11-02,2025-11-03,Click & Collect,Delivered
1643,1716,Yodel,2024-10-17,2024-10-19,Standard,Delayed
1644,1717,Yodel,2025-06-10,2025-06-11,Standard,Delivered
1645,1718,Royal Mail,2025-10-10,2025-10-11,Click & Collect,Delivered
1646,1719,Royal Mail,2024-06-04,,Next Day,Delivered
1647,1720,Evri,2024-06-10,2024-06-11,Click & Collect,Delivered
1648,1721,Yodel,2024-09-06,,Click & Collect,In Transit
1649,1722,Evri,2024-06-15,2024-06-16,Click & Collect,Delivered
1650,1723,Evri,2025-12-27,2025-12-30,Next Day,Delivered
1651,1724,Yodel,2024-07-09,2024-07-10,Click & Collect,Delivered
1652,1725,Yodel,2025-08-29,2025-08-30,Next Day,Delivered
1653,1726,Yodel,2024-05-25,2024-05-27,Next Day,Delivered
1654,1727,Royal Mail,2025-01-28,2025-01-29,Standard,Delayed
1655,1728,DPD,2024-10-26,2024-10-27,Click & Collect,Delivered
1656,1729,DPD,2025-11-10,2025-11-12,Click & Collect,Delivered
1657,1730,Evri,2025-11-26,2025-11-27,Next Day,In Transit
1658,1731,Yodel,2024-05-04,2024-05-05,Click & Collect,Delivered
1659,1732,Evri,2025-05-14,,Next Day,In Transit
1660,1733,DPD,2024-01-19,2024-01-20,Next Day,Delayed
1661,1734,Yodel,2024-03-18,2024-03-21,Next Day,Delivered
1662,1736,DPD,2024-05-02,,Next Day,Delivered
1663,1737,DPD,2025-09-25,2025-09-28,Click & Collect,Delivered
1664,1738,Yodel,2024-04-25,2024-04-28,Next Day,Delivered
1665,1739,Evri,2024-10-16,2024-10-19,Click & Collect,Delivered
1666,1740,Royal Mail,2024-11-24,2024-11-27,Click & Collect,Delivered
1667,1741,Evri,2025-09-23,2025-09-24,Click & Collect,Delivered
1668,1742,DPD,2024-01-03,2024-01-04,Next Day,Delivered
1669,1743,Royal Mail,2025-03-15,,Click & Collect,Delivered
1670,1744,Evri,2024-10-31,2024-11-01,Next Day,Delivered
1671,1745,DPD,2025-11-08,2025-11-10,Standard,Delayed
1672,1746,DPD,2025-12-31,2026-01-02,Next Day,In Transit
1673,1747,Royal Mail,2025-12-29,2025-12-30,Standard,Delivered
1674,1749,Yodel,2024-11-14,2024-11-15,Next Day,Delivered
1675,1750,Evri,2024-12-21,2024-12-22,Next Day,Delivered
1676,1751,Royal Mail,2024-06-14,2024-06-15,Standard,Delivered
1677,1752,Evri,2025-03-14,2025-03-15,Click & Collect,Delivered
1678,1753,Yodel,2025-08-02,2025-08-04,Standard,Delivered
1679,1754,Evri,2025-06-05,2025-06-07,Standard,Delivered
1680,1755,Yodel,2024-12-07,2024-12-08,Standard,Delivered
1681,1756,Royal Mail,2025-11-14,,Next Day,Delivered
1682,1757,Yodel,2024-05-25,2024-05-26,Standard,Delivered
1683,1758,Yodel,2025-11-27,2025-11-29,Next Day,In Transit
1684,1759,DPD,2025-01-25,2025-01-26,Next Day,Delivered
1685,1761,Evri,2025-06-09,2025-06-10,Next Day,Delivered
1686,1762,Yodel,2024-04-14,,Click & Collect,Delivered
1687,1763,DPD,2024-12-08,2024-12-10,Click & Collect,Delivered
1688,1764,Yodel,2024-11-09,2024-11-10,Standard,Delayed
1689,1765,Royal Mail,2025-03-04,2025-03-07,Click & Collect,Delivered
1690,1766,Royal Mail,2024-09-25,2024-09-26,Click & Collect,Delivered
1691,1767,Evri,2025-02-02,2025-02-03,Standard,In Transit
1692,1769,Yodel,2025-07-27,2025-07-29,Click & Collect,Delivered
1693,1770,Evri,2025-10-20,2025-10-21,Standard,Delivered
1694,1771,DPD,2025-06-14,2025-06-15,Next Day,Delivered
1695,1772,Evri,2024-01-10,,Standard,Delivered
1696,1773,Yodel,2024-01-09,2024-01-12,Standard,Delivered
1697,1774,Yodel,2025-09-07,2025-09-08,Next Day,Delivered
1698,1775,DPD,2025-07-29,2025-07-31,Next Day,Delivered
1699,1776,Royal Mail,2024-10-28,2024-10-29,Standard,Delivered
1700,1777,Royal Mail,2025-05-15,2025-05-17,Standard,Delivered
1701,1778,Royal Mail,2025-12-14,2025-12-18,Standard,In Transit
1702,1780,Yodel,2024-07-12,2024-07-13,Standard,Delivered
1703,1781,Yodel,2025-10-04,,Standard,Delivered
1704,1782,Yodel,2024-12-12,2024-12-15,Next Day,Delivered
1705,1783,DPD,2024-01-24,2024-01-27,Standard,Delivered
1706,1784,DPD,2025-08-05,2025-08-07,Click & Collect,In Transit
1707,1785,Evri,2025-03-05,2025-03-07,Standard,Delivered
1708,1786,Evri,2024-02-17,2024-02-18,Click & Collect,Delivered
1709,1787,DPD,2024-09-13,2024-09-15,Next Day,In Transit
1710,1788,Evri,2024-06-18,2024-06-21,Click & Collect,Delivered
1711,1789,Royal Mail,2024-05-16,2024-05-20,Next Day,Delivered
1712,1790,Evri,2025-12-13,2025-12-14,Standard,Delivered
1713,1791,Royal Mail,2024-07-31,2024-08-01,Standard,Delivered
1714,1792,Yodel,2025-12-19,2025-12-22,Next Day,Delivered
1715,1793,Royal Mail,2024-04-22,2024-04-23,Click & Collect,Delivered
1716,1794,Evri,2024-11-16,2024-11-20,Next Day,Delivered
1717,1795,Evri,2025-11-20,2025-11-21,Next Day,Delivered
1718,1796,Yodel,2025-09-11,2025-09-12,Click & Collect,Delivered
1719,1797,DPD,2025-08-05,2025-08-06,Click & Collect,Delayed
1720,1798,Evri,2025-08-01,2025-08-03,Standard,Delivered
1721,1799,DPD,2024-04-23,2024-04-24,Standard,Delivered
1722,1800,Royal Mail,2025-12-09,2025-12-12,Standard,Delivered
1723,1801,Yodel,2024-02-28,,Next Day,Delivered
1724,1802,DPD,2024-01-22,,Click & Collect,Lost
1725,1803,Yodel,2024-01-13,2024-01-14,Standard,Delivered
1726,1804,Royal Mail,2025-10-23,2025-10-24,Click & Collect,Delivered
1727,1805,Royal Mail,2025-09-25,2025-09-26,Next Day,Delayed
1728,1806,Yodel,2025-10-28,,Next Day,Delivered
1729,1807,DPD,2024-10-09,2024-10-11,Next Day,Delivered
1730,1808,Royal Mail,2024-03-07,2024-03-08,Standard,Delivered
1731,1809,Yodel,2025-04-14,2025-04-16,Next Day,Delivered
1732,1810,DPD,2025-12-15,2025-12-18,Next Day,Delivered
1733,1811,Evri,2025-03-01,2025-03-05,Standard,Delivered
1734,1813,Yodel,2024-03-10,2024-03-11,Click & Collect,In Transit
1735,1814,DPD,2025-10-16,,Standard,Delivered
1736,1815,DPD,2025-05-13,2025-05-14,Next Day,Delivered
1737,1816,Yodel,2025-07-15,2025-07-17,Standard,Delayed
1738,1817,Royal Mail,2025-10-12,2025-10-13,Standard,Delivered
1739,1818,Evri,2025-06-14,2025-06-17,Standard,Delivered
1740,1819,DPD,2025-11-20,2025-11-21,Next Day,Delivered
1741,1820,DPD,2025-12-21,2025-12-24,Next Day,Delayed
